"","Date","num_day","num_ind","num_dir","percent_ind"
"2601","12/10/2009",75,5,70,7.14285714285714
"2602","12/10/2010",49,0,49,0
"2603","12/10/2011",61,5,56,8.92857142857143
"2604","12/10/2012",79,1,78,1.28205128205128
"2605","12/10/2013",71,3,68,4.41176470588235
"2606","12/10/2014",72,1,71,1.40845070422535
"2607","12/10/2015",71,6,65,9.23076923076923
"2608","12/10/2016",61,3,58,5.17241379310345
"2609","12/10/2017",118,3,115,2.60869565217391
"2610","12/10/2018",75,2,73,2.73972602739726
"2611","12/10/2019",70,0,70,0
"2612","12/10/2020",75,8,67,11.9402985074627
"2613","12/11/1993",72,1,71,1.40845070422535
"2614","12/11/1994",124,0,124,0
"2615","12/11/1995",72,0,72,0
"2616","12/11/1996",72,1,71,1.40845070422535
"2617","12/11/1997",64,3,61,4.91803278688525
"2618","12/11/1998",63,3,60,5
"2619","12/11/1999",57,2,55,3.63636363636364
"2620","12/11/2000",71,1,70,1.42857142857143
"2621","12/11/2001",74,2,72,2.77777777777778
"2622","12/11/2002",73,0,73,0
"2623","12/11/2003",64,0,64,0
"2624","12/11/2004",59,4,55,7.27272727272727
"2625","12/11/2005",132,3,129,2.32558139534884
"2626","12/11/2006",70,0,70,0
"2627","12/11/2007",75,3,72,4.16666666666667
"2628","12/11/2008",71,2,69,2.89855072463768
"2629","12/11/2009",60,3,57,5.26315789473684
"2630","12/11/2010",62,4,58,6.89655172413793
"2631","12/11/2011",121,2,119,1.68067226890756
"2632","12/11/2012",74,0,74,0
"2633","12/11/2013",71,2,69,2.89855072463768
"2634","12/11/2014",69,4,65,6.15384615384615
"2635","12/11/2015",64,2,62,3.2258064516129
"2636","12/11/2016",127,3,124,2.41935483870968
"2637","12/11/2017",73,0,73,0
"2638","12/11/2018",72,0,72,0
"2639","12/11/2019",69,1,68,1.47058823529412
"2640","12/11/2020",61,3,58,5.17241379310345
"2641","12/12/1993",128,7,121,5.78512396694215
"2642","12/12/1994",73,0,73,0
"2643","12/12/1995",74,0,74,0
"2644","12/12/1996",61,0,61,0
"2645","12/12/1997",59,1,58,1.72413793103448
"2646","12/12/1998",67,1,66,1.51515151515152
"2647","12/12/1999",127,6,121,4.95867768595041
"2648","12/12/2000",76,1,75,1.33333333333333
"2649","12/12/2001",70,3,67,4.47761194029851
"2650","12/12/2002",71,1,70,1.42857142857143
"2651","12/12/2003",63,2,61,3.27868852459016
"2652","12/12/2004",125,6,119,5.04201680672269
"2653","12/12/2005",75,0,75,0
"2654","12/12/2006",73,0,73,0
"2655","12/12/2007",75,2,73,2.73972602739726
"2656","12/12/2008",63,6,57,10.5263157894737
"2657","12/12/2009",58,2,56,3.57142857142857
"2658","12/12/2010",128,2,126,1.58730158730159
"2659","12/12/2011",72,1,71,1.40845070422535
"2660","12/12/2012",76,0,76,0
"2661","12/12/2013",71,5,66,7.57575757575758
"2662","12/12/2014",62,7,55,12.7272727272727
"2663","12/12/2015",52,6,46,13.0434782608696
"2664","12/12/2016",78,1,77,1.2987012987013
"2665","12/12/2017",72,4,68,5.88235294117647
"2666","12/12/2018",75,3,72,4.16666666666667
"2667","12/12/2019",58,2,56,3.57142857142857
"2668","12/12/2020",60,2,58,3.44827586206897
"2669","12/13/1993",69,1,68,1.47058823529412
"2670","12/13/1994",75,1,74,1.35135135135135
"2671","12/13/1995",73,1,72,1.38888888888889
"2672","12/13/1996",62,2,60,3.33333333333333
"2673","12/13/1997",65,4,61,6.55737704918033
"2674","12/13/1998",130,4,126,3.17460317460317
"2675","12/13/1999",75,0,75,0
"2676","12/13/2000",70,1,69,1.44927536231884
"2677","12/13/2001",60,3,57,5.26315789473684
"2678","12/13/2002",58,4,54,7.40740740740741
"2679","12/13/2003",58,0,58,0
"2680","12/13/2004",75,0,75,0
"2681","12/13/2005",73,2,71,2.8169014084507
"2682","12/13/2006",68,0,68,0
"2683","12/13/2007",71,5,66,7.57575757575758
"2684","12/13/2008",57,1,56,1.78571428571429
"2685","12/13/2009",123,4,119,3.36134453781513
"2686","12/13/2010",75,0,75,0
"2687","12/13/2011",76,1,75,1.33333333333333
"2688","12/13/2012",68,6,62,9.67741935483871
"2689","12/13/2013",65,6,59,10.1694915254237
"2690","12/13/2014",65,6,59,10.1694915254237
"2691","12/13/2015",128,3,125,2.4
"2692","12/13/2016",69,1,68,1.47058823529412
"2693","12/13/2017",62,1,61,1.63934426229508
"2694","12/13/2018",63,4,59,6.77966101694915
"2695","12/13/2019",65,2,63,3.17460317460317
"2696","12/13/2020",137,7,130,5.38461538461539
"2697","12/14/1993",71,0,71,0
"2698","12/14/1994",76,2,74,2.7027027027027
"2699","12/14/1995",67,1,66,1.51515151515152
"2700","12/14/1996",64,1,63,1.58730158730159
"2701","12/14/1997",126,3,123,2.4390243902439
"2702","12/14/1998",74,0,74,0
"2703","12/14/1999",73,0,73,0
"2704","12/14/2000",72,1,71,1.40845070422535
"2705","12/14/2001",65,2,63,3.17460317460317
"2706","12/14/2002",59,3,56,5.35714285714286
"2707","12/14/2003",128,6,122,4.91803278688525
"2708","12/14/2004",71,1,70,1.42857142857143
"2709","12/14/2005",66,0,66,0
"2710","12/14/2006",69,0,69,0
"2711","12/14/2007",64,1,63,1.58730158730159
"2712","12/14/2008",158,9,149,6.04026845637584
"2713","12/14/2009",68,2,66,3.03030303030303
"2714","12/14/2010",67,1,66,1.51515151515152
"2715","12/14/2011",69,0,69,0
"2716","12/14/2012",60,8,52,15.3846153846154
"2717","12/14/2013",62,5,57,8.7719298245614
"2718","12/14/2014",120,8,112,7.14285714285714
"2719","12/14/2015",66,1,65,1.53846153846154
"2720","12/14/2016",73,0,73,0
"2721","12/14/2017",69,3,66,4.54545454545455
"2722","12/14/2018",65,1,64,1.5625
"2723","12/14/2019",59,4,55,7.27272727272727
"2724","12/14/2020",67,1,66,1.51515151515152
"2725","12/15/1993",74,2,72,2.77777777777778
"2726","12/15/1994",65,0,65,0
"2727","12/15/1995",61,2,59,3.38983050847458
"2728","12/15/1996",122,2,120,1.66666666666667
"2729","12/15/1997",75,0,75,0
"2730","12/15/1998",74,1,73,1.36986301369863
"2731","12/15/1999",71,0,71,0
"2732","12/15/2000",61,5,56,8.92857142857143
"2733","12/15/2001",37,3,34,8.82352941176471
"2734","12/15/2002",132,2,130,1.53846153846154
"2735","12/15/2003",75,0,75,0
"2736","12/15/2004",72,1,71,1.40845070422535
"2737","12/15/2005",71,3,68,4.41176470588235
"2738","12/15/2006",56,1,55,1.81818181818182
"2739","12/15/2007",69,1,68,1.47058823529412
"2740","12/15/2008",75,1,74,1.35135135135135
"2741","12/15/2009",75,0,75,0
"2742","12/15/2010",74,1,73,1.36986301369863
"2743","12/15/2011",69,1,68,1.47058823529412
"2744","12/15/2012",63,4,59,6.77966101694915
"2745","12/15/2013",123,8,115,6.95652173913043
"2746","12/15/2014",72,2,70,2.85714285714286
"2747","12/15/2015",74,2,72,2.77777777777778
"2748","12/15/2016",73,2,71,2.8169014084507
"2749","12/15/2017",63,7,56,12.5
"2750","12/15/2018",56,6,50,12
"2751","12/15/2019",130,3,127,2.36220472440945
"2752","12/15/2020",73,5,68,7.35294117647059
"2753","12/16/1993",70,4,66,6.06060606060606
"2754","12/16/1994",70,1,69,1.44927536231884
"2755","12/16/1995",60,1,59,1.69491525423729
"2756","12/16/1996",76,0,76,0
"2757","12/16/1997",74,2,72,2.77777777777778
"2758","12/16/1998",72,4,68,5.88235294117647
"2759","12/16/1999",68,5,63,7.93650793650794
"2760","12/16/2000",59,4,55,7.27272727272727
"2761","12/16/2001",122,0,122,0
"2762","12/16/2002",69,0,69,0
"2763","12/16/2003",66,2,64,3.125
"2764","12/16/2004",67,1,66,1.51515151515152
"2765","12/16/2005",59,3,56,5.35714285714286
"2766","12/16/2006",67,2,65,3.07692307692308
"2767","12/16/2007",123,4,119,3.36134453781513
"2768","12/16/2008",75,0,75,0
"2769","12/16/2009",75,1,74,1.35135135135135
"2770","12/16/2010",63,4,59,6.77966101694915
"2771","12/16/2011",65,2,63,3.17460317460317
"2772","12/16/2012",108,8,100,8
"2773","12/16/2013",70,0,70,0
"2774","12/16/2014",70,0,70,0
"2775","12/16/2015",73,2,71,2.8169014084507
"2776","12/16/2016",61,4,57,7.01754385964912
"2777","12/16/2017",54,2,52,3.84615384615385
"2778","12/16/2018",120,6,114,5.26315789473684
"2779","12/16/2019",74,1,73,1.36986301369863
"2780","12/16/2020",68,1,67,1.49253731343284
"2781","12/17/1993",66,3,63,4.76190476190476
"2782","12/17/1994",51,1,50,2
"2783","12/17/1995",131,1,130,0.769230769230769
"2784","12/17/1996",77,0,77,0
"2785","12/17/1997",75,1,74,1.35135135135135
"2786","12/17/1998",65,2,63,3.17460317460317
"2787","12/17/1999",60,0,60,0
"2788","12/17/2000",132,7,125,5.6
"2789","12/17/2001",75,2,73,2.73972602739726
"2790","12/17/2002",77,6,71,8.45070422535211
"2791","12/17/2003",73,2,71,2.8169014084507
"2792","12/17/2004",63,3,60,5
"2793","12/17/2005",55,2,53,3.77358490566038
"2794","12/17/2006",114,7,107,6.54205607476635
"2795","12/17/2007",63,0,63,0
"2796","12/17/2008",73,1,72,1.38888888888889
"2797","12/17/2009",73,3,70,4.28571428571429
"2798","12/17/2010",54,4,50,8
"2799","12/17/2011",62,2,60,3.33333333333333
"2800","12/17/2012",77,0,77,0
"2801","12/17/2013",71,0,71,0
"2802","12/17/2014",68,1,67,1.49253731343284
"2803","12/17/2015",70,5,65,7.69230769230769
"2804","12/17/2016",59,2,57,3.50877192982456
"2805","12/17/2017",129,3,126,2.38095238095238
"2806","12/17/2018",75,1,74,1.35135135135135
"2807","12/17/2019",74,2,72,2.77777777777778
"2808","12/17/2020",73,5,68,7.35294117647059
"2809","12/18/1993",64,2,62,3.2258064516129
"2810","12/18/1994",150,6,144,4.16666666666667
"2811","12/18/1995",76,2,74,2.7027027027027
"2812","12/18/1996",74,2,72,2.77777777777778
"2813","12/18/1997",67,4,63,6.34920634920635
"2814","12/18/1998",68,4,64,6.25
"2815","12/18/1999",66,4,62,6.45161290322581
"2816","12/18/2000",75,0,75,0
"2817","12/18/2001",71,0,71,0
"2818","12/18/2002",69,0,69,0
"2819","12/18/2003",73,2,71,2.8169014084507
"2820","12/18/2004",60,2,58,3.44827586206897
"2821","12/18/2005",131,5,126,3.96825396825397
"2822","12/18/2006",73,0,73,0
"2823","12/18/2007",73,2,71,2.8169014084507
"2824","12/18/2008",70,5,65,7.69230769230769
"2825","12/18/2009",65,9,56,16.0714285714286
"2826","12/18/2010",58,1,57,1.75438596491228
"2827","12/18/2011",129,3,126,2.38095238095238
"2828","12/18/2012",79,3,76,3.94736842105263
"2829","12/18/2013",72,0,72,0
"2830","12/18/2014",70,4,66,6.06060606060606
"2831","12/18/2015",65,9,56,16.0714285714286
"2832","12/18/2016",130,1,129,0.775193798449612
"2833","12/18/2017",68,1,67,1.49253731343284
"2834","12/18/2018",72,4,68,5.88235294117647
"2835","12/18/2019",73,3,70,4.28571428571429
"2836","12/18/2020",69,4,65,6.15384615384615
"2837","12/19/1993",164,3,161,1.86335403726708
"2838","12/19/1994",76,0,76,0
"2839","12/19/1995",65,1,64,1.5625
"2840","12/19/1996",67,1,66,1.51515151515152
"2841","12/19/1997",69,2,67,2.98507462686567
"2842","12/19/1998",66,3,63,4.76190476190476
"2843","12/19/1999",129,1,128,0.78125
"2844","12/19/2000",72,1,71,1.40845070422535
"2845","12/19/2001",72,2,70,2.85714285714286
"2846","12/19/2002",65,2,63,3.17460317460317
"2847","12/19/2003",56,0,56,0
"2848","12/19/2004",131,4,127,3.1496062992126
"2849","12/19/2005",78,0,78,0
"2850","12/19/2006",72,0,72,0
"2851","12/19/2007",69,2,67,2.98507462686567
"2852","12/19/2008",61,5,56,8.92857142857143
"2853","12/19/2009",57,4,53,7.54716981132075
"2854","12/19/2010",153,5,148,3.37837837837838
"2855","12/19/2011",71,1,70,1.42857142857143
"2856","12/19/2012",71,2,69,2.89855072463768
"2857","12/19/2013",72,4,68,5.88235294117647
"2858","12/19/2014",61,5,56,8.92857142857143
"2859","12/19/2015",61,7,54,12.962962962963
"2860","12/19/2016",75,1,74,1.35135135135135
"2861","12/19/2017",75,5,70,7.14285714285714
"2862","12/19/2018",76,5,71,7.04225352112676
"2863","12/19/2019",64,3,61,4.91803278688525
"2864","12/19/2020",68,8,60,13.3333333333333
"2865","12/2/1993",71,2,69,2.89855072463768
"2866","12/2/1994",64,3,61,4.91803278688525
"2867","12/2/1995",64,0,64,0
"2868","12/2/1996",73,0,73,0
"2869","12/2/1997",74,1,73,1.36986301369863
"2870","12/2/1998",69,1,68,1.47058823529412
"2871","12/2/1999",71,2,69,2.89855072463768
"2872","12/2/2000",64,1,63,1.58730158730159
"2873","12/2/2001",125,0,125,0
"2874","12/2/2002",76,0,76,0
"2875","12/2/2003",72,0,72,0
"2876","12/2/2004",66,1,65,1.53846153846154
"2877","12/2/2005",70,2,68,2.94117647058824
"2878","12/2/2006",59,7,52,13.4615384615385
"2879","12/2/2007",131,8,123,6.50406504065041
"2880","12/2/2008",75,2,73,2.73972602739726
"2881","12/2/2009",73,1,72,1.38888888888889
"2882","12/2/2010",78,6,72,8.33333333333333
"2883","12/2/2011",64,6,58,10.3448275862069
"2884","12/2/2012",123,3,120,2.5
"2885","12/2/2013",75,1,74,1.35135135135135
"2886","12/2/2014",75,0,75,0
"2887","12/2/2015",71,8,63,12.6984126984127
"2888","12/2/2016",65,5,60,8.33333333333333
"2889","12/2/2017",53,4,49,8.16326530612245
"2890","12/2/2018",131,7,124,5.64516129032258
"2891","12/2/2019",74,0,74,0
"2892","12/2/2020",67,1,66,1.51515151515152
"2893","12/20/1993",74,2,72,2.77777777777778
"2894","12/20/1994",76,0,76,0
"2895","12/20/1995",71,0,71,0
"2896","12/20/1996",56,6,50,12
"2897","12/20/1997",66,2,64,3.125
"2898","12/20/1998",126,2,124,1.61290322580645
"2899","12/20/1999",74,1,73,1.36986301369863
"2900","12/20/2000",73,2,71,2.8169014084507
"2901","12/20/2001",72,2,70,2.85714285714286
"2902","12/20/2002",54,1,53,1.88679245283019
"2903","12/20/2003",64,2,62,3.2258064516129
"2904","12/20/2004",75,0,75,0
"2905","12/20/2005",71,2,69,2.89855072463768
"2906","12/20/2006",69,2,67,2.98507462686567
"2907","12/20/2007",70,0,70,0
"2908","12/20/2008",66,6,60,10
"2909","12/20/2009",131,7,124,5.64516129032258
"2910","12/20/2010",73,0,73,0
"2911","12/20/2011",69,1,68,1.47058823529412
"2912","12/20/2012",69,3,66,4.54545454545455
"2913","12/20/2013",66,7,59,11.864406779661
"2914","12/20/2014",59,9,50,18
"2915","12/20/2015",129,5,124,4.03225806451613
"2916","12/20/2016",65,3,62,4.83870967741935
"2917","12/20/2017",68,1,67,1.49253731343284
"2918","12/20/2018",67,6,61,9.83606557377049
"2919","12/20/2019",66,2,64,3.125
"2920","12/20/2020",135,4,131,3.05343511450382
"2921","12/21/1993",75,3,72,4.16666666666667
"2922","12/21/1994",70,1,69,1.44927536231884
"2923","12/21/1995",67,1,66,1.51515151515152
"2924","12/21/1996",59,3,56,5.35714285714286
"2925","12/21/1997",131,3,128,2.34375
"2926","12/21/1998",77,0,77,0
"2927","12/21/1999",72,1,71,1.40845070422535
"2928","12/21/2000",67,3,64,4.6875
"2929","12/21/2001",66,4,62,6.45161290322581
"2930","12/21/2002",63,4,59,6.77966101694915
"2931","12/21/2003",129,0,129,0
"2932","12/21/2004",74,1,73,1.36986301369863
"2933","12/21/2005",75,2,73,2.73972602739726
"2934","12/21/2006",68,3,65,4.61538461538462
"2935","12/21/2007",52,5,47,10.6382978723404
"2936","12/21/2008",131,8,123,6.50406504065041
"2937","12/21/2009",71,1,70,1.42857142857143
"2938","12/21/2010",68,0,68,0
"2939","12/21/2011",73,2,71,2.8169014084507
"2940","12/21/2012",69,3,66,4.54545454545455
"2941","12/21/2013",61,3,58,5.17241379310345
"2942","12/21/2014",120,6,114,5.26315789473684
"2943","12/21/2015",74,0,74,0
"2944","12/21/2016",67,3,64,4.6875
"2945","12/21/2017",69,6,63,9.52380952380952
"2946","12/21/2018",61,2,59,3.38983050847458
"2947","12/21/2019",63,2,61,3.27868852459016
"2948","12/21/2020",73,1,72,1.38888888888889
"2949","12/22/1993",68,3,65,4.61538461538462
"2950","12/22/1994",68,0,68,0
"2951","12/22/1995",57,1,56,1.78571428571429
"2952","12/22/1996",129,4,125,3.2
"2953","12/22/1997",75,0,75,0
"2954","12/22/1998",70,2,68,2.94117647058824
"2955","12/22/1999",73,0,73,0
"2956","12/22/2000",69,3,66,4.54545454545455
"2957","12/22/2001",48,1,47,2.12765957446809
"2958","12/22/2002",131,3,128,2.34375
"2959","12/22/2003",74,1,73,1.36986301369863
"2960","12/22/2004",71,1,70,1.42857142857143
"2961","12/22/2005",62,0,62,0
"2962","12/22/2006",67,3,64,4.6875
"2963","12/22/2007",48,4,44,9.09090909090909
"2964","12/22/2008",74,1,73,1.36986301369863
"2965","12/22/2009",72,0,72,0
"2966","12/22/2010",74,1,73,1.36986301369863
"2967","12/22/2011",69,1,68,1.47058823529412
"2968","12/22/2012",61,4,57,7.01754385964912
"2969","12/22/2013",126,1,125,0.8
"2970","12/22/2014",75,1,74,1.35135135135135
"2971","12/22/2015",74,1,73,1.36986301369863
"2972","12/22/2016",73,2,71,2.8169014084507
"2973","12/22/2017",52,5,47,10.6382978723404
"2974","12/22/2018",59,6,53,11.3207547169811
"2975","12/22/2019",121,4,117,3.41880341880342
"2976","12/22/2020",71,1,70,1.42857142857143
"2977","12/23/1993",65,2,63,3.17460317460317
"2978","12/23/1994",50,0,50,0
"2979","12/23/1995",53,0,53,0
"2980","12/23/1996",70,0,70,0
"2981","12/23/1997",74,3,71,4.22535211267606
"2982","12/23/1998",73,1,72,1.38888888888889
"2983","12/23/1999",70,3,67,4.47761194029851
"2984","12/23/2000",57,3,54,5.55555555555556
"2985","12/23/2001",129,1,128,0.78125
"2986","12/23/2002",75,0,75,0
"2987","12/23/2003",77,0,77,0
"2988","12/23/2004",72,1,71,1.40845070422535
"2989","12/23/2005",61,1,60,1.66666666666667
"2990","12/23/2006",56,7,49,14.2857142857143
"2991","12/23/2007",133,8,125,6.4
"2992","12/23/2008",82,2,80,2.5
"2993","12/23/2009",72,3,69,4.34782608695652
"2994","12/23/2010",70,3,67,4.47761194029851
"2995","12/23/2011",55,3,52,5.76923076923077
"2996","12/23/2012",130,5,125,4
"2997","12/23/2013",74,1,73,1.36986301369863
"2998","12/23/2014",74,0,74,0
"2999","12/23/2015",71,2,69,2.89855072463768
"3000","12/23/2016",65,8,57,14.0350877192982
"3001","12/23/2017",57,3,54,5.55555555555556
"3002","12/23/2018",129,5,124,4.03225806451613
"3003","12/23/2019",67,2,65,3.07692307692308
"3004","12/23/2020",72,4,68,5.88235294117647
"3005","12/24/1993",65,0,65,0
"3006","12/24/1994",60,0,60,0
"3007","12/24/1995",127,1,126,0.793650793650794
"3008","12/24/1996",71,0,71,0
"3009","12/24/1997",68,0,68,0
"3010","12/24/1998",69,1,68,1.47058823529412
"3011","12/24/1999",67,2,65,3.07692307692308
"3012","12/24/2000",135,4,131,3.05343511450382
"3013","12/24/2001",75,0,75,0
"3014","12/24/2002",68,1,67,1.49253731343284
"3015","12/24/2003",70,0,70,0
"3016","12/24/2004",63,4,59,6.77966101694915
"3017","12/24/2005",51,3,48,6.25
"3018","12/24/2006",124,3,121,2.47933884297521
"3019","12/24/2007",73,0,73,0
"3020","12/24/2008",72,1,71,1.40845070422535
"3021","12/24/2009",72,0,72,0
"3022","12/24/2010",72,5,67,7.46268656716418
"3023","12/24/2011",59,6,53,11.3207547169811
"3024","12/24/2012",70,1,69,1.44927536231884
"3025","12/24/2013",71,0,71,0
"3026","12/24/2014",73,4,69,5.79710144927536
"3027","12/24/2015",64,5,59,8.47457627118644
"3028","12/24/2016",65,4,61,6.55737704918033
"3029","12/24/2017",125,9,116,7.75862068965517
"3030","12/24/2018",66,0,66,0
"3031","12/24/2019",69,1,68,1.47058823529412
"3032","12/24/2020",68,0,68,0
"3033","12/25/1993",59,5,54,9.25925925925926
"3034","12/25/1994",127,3,124,2.41935483870968
"3035","12/25/1995",75,0,75,0
"3036","12/25/1996",69,2,67,2.98507462686567
"3037","12/25/1997",68,0,68,0
"3038","12/25/1998",62,1,61,1.63934426229508
"3039","12/25/1999",72,2,70,2.85714285714286
"3040","12/25/2000",75,1,74,1.35135135135135
"3041","12/25/2001",72,1,71,1.40845070422535
"3042","12/25/2002",75,0,75,0
"3043","12/25/2003",77,2,75,2.66666666666667
"3044","12/25/2004",67,4,63,6.34920634920635
"3045","12/25/2005",127,2,125,1.6
"3046","12/25/2006",74,1,73,1.36986301369863
"3047","12/25/2007",72,2,70,2.85714285714286
"3048","12/25/2008",70,2,68,2.94117647058824
"3049","12/25/2009",66,3,63,4.76190476190476
"3050","12/25/2010",69,2,67,2.98507462686567
"3051","12/25/2011",166,10,156,6.41025641025641
"3052","12/25/2012",70,2,68,2.94117647058824
"3053","12/25/2013",75,2,73,2.73972602739726
"3054","12/25/2014",74,4,70,5.71428571428571
"3055","12/25/2015",58,4,54,7.40740740740741
"3056","12/25/2016",129,6,123,4.8780487804878
"3057","12/25/2017",78,1,77,1.2987012987013
"3058","12/25/2018",72,2,70,2.85714285714286
"3059","12/25/2019",67,1,66,1.51515151515152
"3060","12/25/2020",67,2,65,3.07692307692308
"3061","12/26/1993",123,5,118,4.23728813559322
"3062","12/26/1994",73,0,73,0
"3063","12/26/1995",72,1,71,1.40845070422535
"3064","12/26/1996",69,0,69,0
"3065","12/26/1997",63,3,60,5
"3066","12/26/1998",67,2,65,3.07692307692308
"3067","12/26/1999",134,3,131,2.29007633587786
"3068","12/26/2000",73,3,70,4.28571428571429
"3069","12/26/2001",69,3,66,4.54545454545455
"3070","12/26/2002",67,1,66,1.51515151515152
"3071","12/26/2003",68,0,68,0
"3072","12/26/2004",127,3,124,2.41935483870968
"3073","12/26/2005",76,0,76,0
"3074","12/26/2006",72,1,71,1.40845070422535
"3075","12/26/2007",73,1,72,1.38888888888889
"3076","12/26/2008",66,3,63,4.76190476190476
"3077","12/26/2009",64,2,62,3.2258064516129
"3078","12/26/2010",123,1,122,0.819672131147541
"3079","12/26/2011",68,1,67,1.49253731343284
"3080","12/26/2012",73,0,73,0
"3081","12/26/2013",68,6,62,9.67741935483871
"3082","12/26/2014",61,7,54,12.962962962963
"3083","12/26/2015",61,4,57,7.01754385964912
"3084","12/26/2016",74,0,74,0
"3085","12/26/2017",70,0,70,0
"3086","12/26/2018",76,10,66,15.1515151515152
"3087","12/26/2019",74,2,72,2.77777777777778
"3088","12/26/2020",62,5,57,8.7719298245614
"3089","12/27/1993",69,4,65,6.15384615384615
"3090","12/27/1994",63,1,62,1.61290322580645
"3091","12/27/1995",72,1,71,1.40845070422535
"3092","12/27/1996",56,2,54,3.7037037037037
"3093","12/27/1997",61,5,56,8.92857142857143
"3094","12/27/1998",124,3,121,2.47933884297521
"3095","12/27/1999",77,1,76,1.31578947368421
"3096","12/27/2000",74,7,67,10.4477611940298
"3097","12/27/2001",65,9,56,16.0714285714286
"3098","12/27/2002",62,3,59,5.08474576271187
"3099","12/27/2003",59,0,59,0
"3100","12/27/2004",74,1,73,1.36986301369863
"3101","12/27/2005",73,1,72,1.38888888888889
"3102","12/27/2006",72,2,70,2.85714285714286
"3103","12/27/2007",67,0,67,0
"3104","12/27/2008",61,7,54,12.962962962963
"3105","12/27/2009",125,6,119,5.04201680672269
"3106","12/27/2010",74,0,74,0
"3107","12/27/2011",73,0,73,0
"3108","12/27/2012",67,1,66,1.51515151515152
"3109","12/27/2013",63,3,60,5
"3110","12/27/2014",54,3,51,5.88235294117647
"3111","12/27/2015",127,2,125,1.6
"3112","12/27/2016",75,4,71,5.63380281690141
"3113","12/27/2017",78,3,75,4
"3114","12/27/2018",63,4,59,6.77966101694915
"3115","12/27/2019",58,3,55,5.45454545454545
"3116","12/27/2020",130,6,124,4.83870967741935
"3117","12/28/1993",69,0,69,0
"3118","12/28/1994",60,0,60,0
"3119","12/28/1995",71,2,69,2.89855072463768
"3120","12/28/1996",62,0,62,0
"3121","12/28/1997",142,0,142,0
"3122","12/28/1998",76,1,75,1.33333333333333
"3123","12/28/1999",75,1,74,1.35135135135135
"3124","12/28/2000",65,4,61,6.55737704918033
"3125","12/28/2001",58,2,56,3.57142857142857
"3126","12/28/2002",67,3,64,4.6875
"3127","12/28/2003",134,7,127,5.51181102362205
"3128","12/28/2004",71,1,70,1.42857142857143
"3129","12/28/2005",70,1,69,1.44927536231884
"3130","12/28/2006",67,0,67,0
"3131","12/28/2007",61,1,60,1.66666666666667
"3132","12/28/2008",127,4,123,3.2520325203252
"3133","12/28/2009",78,0,78,0
"3134","12/28/2010",74,0,74,0
"3135","12/28/2011",72,3,69,4.34782608695652
"3136","12/28/2012",70,5,65,7.69230769230769
"3137","12/28/2013",70,6,64,9.375
"3138","12/28/2014",129,4,125,3.2
"3139","12/28/2015",73,0,73,0
"3140","12/28/2016",71,2,69,2.89855072463768
"3141","12/28/2017",70,2,68,2.94117647058824
"3142","12/28/2018",60,2,58,3.44827586206897
"3143","12/28/2019",66,6,60,10
"3144","12/28/2020",77,1,76,1.31578947368421
"3145","12/29/1993",65,5,60,8.33333333333333
"3146","12/29/1994",71,1,70,1.42857142857143
"3147","12/29/1995",64,1,63,1.58730158730159
"3148","12/29/1996",113,2,111,1.8018018018018
"3149","12/29/1997",74,1,73,1.36986301369863
"3150","12/29/1998",68,1,67,1.49253731343284
"3151","12/29/1999",72,2,70,2.85714285714286
"3152","12/29/2000",69,3,66,4.54545454545455
"3153","12/29/2001",60,1,59,1.69491525423729
"3154","12/29/2002",129,0,129,0
"3155","12/29/2003",75,0,75,0
"3156","12/29/2004",74,1,73,1.36986301369863
"3157","12/29/2005",66,3,63,4.76190476190476
"3158","12/29/2006",66,4,62,6.45161290322581
"3159","12/29/2007",58,4,54,7.40740740740741
"3160","12/29/2008",70,1,69,1.44927536231884
"3161","12/29/2009",73,0,73,0
"3162","12/29/2010",72,1,71,1.40845070422535
"3163","12/29/2011",69,3,66,4.54545454545455
"3164","12/29/2012",49,0,49,0
"3165","12/29/2013",129,8,121,6.61157024793388
"3166","12/29/2014",72,1,71,1.40845070422535
"3167","12/29/2015",73,5,68,7.35294117647059
"3168","12/29/2016",69,0,69,0
"3169","12/29/2017",64,3,61,4.91803278688525
"3170","12/29/2018",65,3,62,4.83870967741935
"3171","12/29/2019",126,6,120,5
"3172","12/29/2020",72,0,72,0
"3173","12/3/1993",72,4,68,5.88235294117647
"3174","12/3/1994",71,1,70,1.42857142857143
"3175","12/3/1995",104,3,101,2.97029702970297
"3176","12/3/1996",76,0,76,0
"3177","12/3/1997",64,1,63,1.58730158730159
"3178","12/3/1998",71,4,67,5.97014925373134
"3179","12/3/1999",63,5,58,8.62068965517241
"3180","12/3/2000",123,3,120,2.5
"3181","12/3/2001",75,1,74,1.35135135135135
"3182","12/3/2002",74,2,72,2.77777777777778
"3183","12/3/2003",70,1,69,1.44927536231884
"3184","12/3/2004",70,8,62,12.9032258064516
"3185","12/3/2005",62,3,59,5.08474576271187
"3186","12/3/2006",124,5,119,4.20168067226891
"3187","12/3/2007",69,0,69,0
"3188","12/3/2008",72,1,71,1.40845070422535
"3189","12/3/2009",67,3,64,4.6875
"3190","12/3/2010",67,11,56,19.6428571428571
"3191","12/3/2011",66,3,63,4.76190476190476
"3192","12/3/2012",76,0,76,0
"3193","12/3/2013",73,1,72,1.38888888888889
"3194","12/3/2014",75,9,66,13.6363636363636
"3195","12/3/2015",75,4,71,5.63380281690141
"3196","12/3/2016",52,2,50,4
